requirement_id,test_id,priority,test_level,domain,persona,quality_characteristic,test_type,precondition,steps,expected_result,is_negative,automation,test_file_path,implementation_status,test_basis,notes,created_at
440,T-BIKE-016,P0,api,bike,P5,機能適切性,境界値,"role=GUEST, バイク1台登録済み（上限に達した状態）",1. POST /api/v1/user-bike/register (displacement=250 で2台目を登録),"HTTP 400 / errorCode: INVALID_REQUEST / message: ""ゲストアカウントはバイクを1台まで登録できます""",true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:isOver / limitMessage / apps/web/lib/api/server/services/UserBikeService.ts:registerUserBike,"isOver('bike', 1) は 1 >= 1 = true なので拒否される。GUESTのlimitMessageの文言も検証すること",2026-06-25
440,T-BIKE-017,P0,api,bike,P5,機能適切性,境界値,"role=USER, plan=FREE, バイク2台登録済み（上限に達した状態）",1. POST /api/v1/user-bike/register (displacement=600 で3台目を登録),"HTTP 400 / errorCode: INVALID_REQUEST / message: ""無料ユーザーはバイクを2台まで登録できます""",true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:FREE_USER_LIMITS.BIKE=2 / apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:isOver,"isOver('bike', 2) は 2 >= 2 = true で拒否。FREE_MESSAGES.bike の文言も検証すること",2026-06-25
440,T-BIKE-018,P1,api,bike,P5,機能適切性,境界値,"role=USER, plan=PREMIUM, バイク10台登録済み（上限に達した状態）",1. POST /api/v1/user-bike/register (displacement=1000 で11台目を登録),"HTTP 400 / errorCode: INVALID_REQUEST / message: ""プレミアムユーザーはバイクを10台まで登録できます""",true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:PREMIUM_USER_LIMITS.BIKE=10 / apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:isOver,PREMIUMでも10台上限は存在する。PREMIUM_MESSAGES.bike の文言も検証すること,2026-06-25
440,T-FUEL-005,P1,api,fuel,P5,機能適切性,境界値,"role=GUEST, バイク1台登録済み (myUserBikeId取得済み), 給油履歴5件登録済み（上限に達した状態）",1. POST /api/v1/user-bike/bike/:myUserBikeId/fuel-logs (refueledAt・mileage・amount・totalPrice を正常値で送信),"HTTP 400 / errorCode: INVALID_REQUEST / message: ""ゲストアカウントは給油履歴を5件まで登録できます""",true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:GUEST_ACCOUNT_LIMITS.FUEL_LOG=5 / apps/web/lib/api/server/services/FuelLogService.ts:73,FUELLOGはUSER/ADMINには制限がないが、GUESTには5件の上限がある,2026-06-25
440,T-MAINTENANCE-002,P1,api,maintenance,P5,機能適切性,境界値,"role=USER, plan=FREE, バイク1台登録済み (myUserBikeId取得済み), メンテナンス履歴5件登録済み（上限に達した状態）",1. POST /api/v1/user-bike/bike/:myUserBikeId/maintenance-logs (performedAt・mileage・items を正常値で送信),"HTTP 400 / errorCode: INVALID_REQUEST / message: ""無料ユーザーはメンテナンス履歴を5件まで登録できます""",true,Vitest,apps/web/__tests__/api/v1/maintenanceLog.test.ts,実装済み,apps/web/lib/statics.ts:FREE_USER_LIMITS.MAINTENANCE_LOG=5 / apps/web/lib/api/server/services/MaintenanceLogService.ts:86,"isOver('maintenanceLog', 5) = 5 >= 5 = true で拒否。PREMIUMおよびADMINはnull（無制限）なのでこのエラーは発生しないこと",2026-06-25
440,T-PLAN-005,P1,unit,plan,P5,機能適切性,境界値,"AccountLimitsValue.from('ADMIN', null) を生成","1. limits.bike / limits.fuelLog / limits.touring / limits.touringPlan / limits.maintenanceLog を参照する<br>2. isOver('bike', 99999) を呼び出す",全フィールドが null / isOver が false を返す（ADMINは全て無制限）,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:from (ADMINブランチ),ADMINはplanの値に関わらず全て無制限になることを検証する,2026-06-25
440,T-BIKE-019,P1,unit,bike,P5,機能適切性,境界値,"AccountLimitsValue.from('USER', null) を生成（planがnullの防御的ケース）","1. limits.bike を参照する<br>2. isOver('bike', 2) を呼び出す","limits.bike === 2 (FREE_USER_LIMITS.BIKE) / isOver('bike', 2) === true",false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:from (role=USER かつ plan=null は FREEとして扱うコメントあり),plan=null のUSERはFREEとして扱われる防御的ブランチの検証,2026-06-25
440,T-PLAN-006,P2,api,plan,P5,機能適切性,境界値,"role=USER, plan=FREE, バイク1台登録済み (myUserBikeId取得済み), ツーリングプラン10件登録済み（上限に達した状態）",1. POST /api/v1/user-bike/bike/:myUserBikeId/touring-plans (title を正常値で送信),"HTTP 400 / errorCode: INVALID_REQUEST / message: ""無料ユーザーはツーリングプランを10件まで登録できます""",true,Vitest,apps/web/__tests__/api/v1/touringPlans.test.ts,実装済み,apps/web/lib/statics.ts:FREE_USER_LIMITS.TOURING_PLAN=10 / apps/web/lib/api/server/services/TouringPlanService.ts:96,PREMIUMはtouringPlan=null（無制限）なので同様のリクエストが通過することもセットで検証することが望ましい,2026-06-25
440,T-BIKE-020,P2,api,bike,P5,機能適切性,正常系,"role=USER, plan=PREMIUM, バイク9台登録済み（上限1台前）",1. POST /api/v1/user-bike/register (displacement=750 で10台目を登録),HTTP 201 / TUserMyBike にレコードが追加される（10台目は許可）,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:PREMIUM_USER_LIMITS.BIKE=10 / apps/web/lib/api/server/services/UserBikeService.ts:registerUserBike,"isOver('bike', 9) = 9 >= 10 = false なので登録が許可されることを確認する（上限の1つ前は通過する）",2026-06-25
440,T-USER-009,P0,api,user,P6,機能適切性,回帰,"role=USER, plan=FREE, ユーザー登録済み",1. GET /api/v1/user/profile にBearerトークン付きでリクエスト<br>2. レスポンスの全フィールドを確認,"HTTP 200、レスポンスに userId, name, notificationEmail, isProfilePublic, role, plan が含まれる。plan フィールドが今回追加前と同様に正しく返る",false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,"apps/web/lib/api/server/v1/user.ts, packages/shared-types/src/common/ApiIO.ts",UserEntity コンストラクタが plan 引数を必須化した変更による既存 GET /profile への影響を確認する,2026-06-25
440,T-USER-010,P0,api,user,P6,機能適切性,回帰,"role=USER, plan=FREE, ユーザー登録済み",1. PATCH /api/v1/user/profile にBearerトークンと body: {name: '更新後名前'} でリクエスト<br>2. レスポンスの全フィールドを確認,HTTP 200、レスポンスに name:'更新後名前' が含まれ、plan フィールドも引き続き正しく返る（プロフィール更新が plan 追加後も壊れていない）,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,"apps/web/lib/api/server/v1/user.ts, apps/web/lib/api/server/repositories/PrismaUserRepository.ts",PrismaUserRepository.updateUser が USER_SELECT（planHistories join含む）を使うよう変更された後、既存の PATCH /profile が正常動作するか確認,2026-06-25
440,T-FOLLOW-002,P1,api,follow,P6,機能適切性,回帰,role=USER の follower と following が両方ともアクティブに存在する,1. POST /api/v1/user/{followingId}/follow でフォロー<br>2. GET /api/v1/user/{followingId}/followers でフォロワー一覧取得<br>3. レスポンスの users 配列を確認,"HTTP 200、follower が一覧に含まれる。PrismaUserFollowRepository が planHistories を select していないが UserEntity(user, null) で構築されるため、plan=null のまま正常に動作する",false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/repositories/PrismaUserFollowRepository.ts,PrismaUserFollowRepository は UserEntity を plan=null で生成しているが、UserEntity コンストラクタが2引数必須になった変更で型エラーが出ていないか確認する,2026-06-25
440,T-FOLLOW-003,P1,api,follow,P6,機能適切性,回帰,role=USER の follower と following が両方ともアクティブに存在する、フォロー済み,1. DELETE /api/v1/user/{followingId}/follow でフォロー解除<br>2. GET /api/v1/user/{followingId}/followers でフォロワー一覧取得<br>3. フォロー解除済みユーザーが一覧から除外されていることを確認,HTTP 200、フォロー解除されたユーザーは一覧に含まれない。tUserFollow レコードが削除されている,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,"apps/web/lib/api/server/repositories/PrismaUserFollowRepository.ts, apps/web/lib/api/server/v1/user.ts",UserPlanHistory テーブル追加後にフォロー解除が正常に動作するか回帰確認,2026-06-25
440,T-BIKE-021,P0,api,bike,P6,機能適切性,回帰,"role=USER, plan=FREE, バイク0件登録",1. POST /api/v1/user-bike/register に必須項目を含むリクエストを送信<br>2. HTTP ステータスとレスポンスを確認,HTTP 201、バイクが正常登録される。AccountLimitsValue が plan=FREE で正しく初期化され制限チェックが通る,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,"apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts, apps/web/lib/api/server/v1/userBike.ts, apps/web/lib/api/server/types/hono.ts",HonoVariables に plan フィールドが追加された後、userBike.ts の c.var.user!.plan が正しく渡り AccountLimitsValue.from が機能するか確認,2026-06-25
440,T-BIKE-022,P1,api,bike,P6,機能適切性,回帰,"role=GUEST, バイク0件登録",1. POST /api/v1/user-bike/register に必須項目を含むリクエストを送信<br>2. 1台目登録が成功することを確認<br>3. 2台目登録を試みる<br>4. エラーレスポンスを確認,"1台目: HTTP 201 成功。2台目: HTTP 422 または 400、AccountLimitsValue.isOver('bike', 1)=true のエラー",false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,"apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts, apps/web/lib/statics.ts","GUEST ロールは plan=null で AccountLimitsValue.from('GUEST', null) が呼ばれる。plan 追加後も GUEST の制限チェックが壊れていないか確認",2026-06-25
440,T-AUTH-007,P0,api,auth,P6,機能適切性,回帰,"role=USER, plan=FREE, Firebaseに登録済みのユーザー",1. honoAuthMiddleware を経由する任意の保護エンドポイント（例: GET /api/v1/user/profile）に有効なBearerトークンでアクセス<br>2. HTTP ステータスとレスポンスを確認,"HTTP 200、c.var.user に userId, role, plan が正しくセットされている（plan=FREE）",false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,"apps/web/lib/api/server/middlewares/honoAuth.ts, apps/web/lib/api/server/repositories/PrismaAuthProviderRepository.ts",PrismaAuthProviderRepository.findActiveUserInfoByExternalId が planHistories join を追加したことで既存の認証フローに影響がないか確認。GUESTの有効期限チェックなど既存ロジックも引き続き動くこと,2026-06-25
440,T-NOTIFICATION-001,P1,api,notification,P6,機能適切性,回帰,"role=USER, plan=FREE, 未読通知2件以上存在する",1. GET /api/v1/notifications/unread-count にBearerトークンでリクエスト<br>2. レスポンスの count を確認,HTTP 200、count が未読件数と一致する。planHistories の join 追加後も通知API が影響を受けていない,false,Vitest,apps/web/__tests__/api/v1/notifications.test.ts,未実装,"apps/web/lib/api/server/middlewares/honoAuth.ts, apps/web/lib/api/server/repositories/PrismaAuthProviderRepository.ts",honoAuth ミドルウェア内での planHistories クエリ追加が通知APIのパフォーマンスや動作に影響しないか回帰確認,2026-06-25
440,T-USER-011,P1,api,user,P6,機能適切性,回帰,"role=USER, ユーザー新規登録（初回 POST /api/v1/user/auth/register）",1. POST /api/v1/user/auth/register に有効なBearerトークンと body: {name:'テスト太郎'} でリクエスト<br>2. レスポンスの plan フィールドを確認<br>3. tUserPlanHistory テーブルを確認,HTTP 201、レスポンスの plan='FREE'。tUserPlanHistory に plan='FREE' のレコードが1件INSERT されている,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,"apps/web/lib/api/server/repositories/PrismaUserRepository.ts, packages/database/prisma/migrations/20260624125539_add_user_plan_history/migration.sql",createUser 内でのトランザクション（mUser 作成 + tUserPlanHistory 作成）が不整合なくコミットされるか確認。UserService.createUser の既存動作が壊れていないことも合わせて確認する,2026-06-25
440,T-USER-012,P2,api,user,P6,機能適切性,回帰,"role=USER, isProfilePublic=true のユーザーが存在する",1. GET /api/v1/user/{userId}/page にリクエスト（認証なし or 別ユーザーのトークン）<br>2. レスポンスを確認,"HTTP 200、userId, name, bikes, histories, followerCount, followingCount, isFollowing が返る。plan フィールドは公開プロフィールに含まれない（情報漏洩がない）",false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,"apps/web/lib/api/server/v1/user.ts, packages/shared-types/src/common/ApiIO.ts",PrismaUserRepository が planHistories を取得するようになったが、公開プロフィールエンドポイントのレスポンスには plan が含まれないことを確認する（意図しないデータ露出の回帰）,2026-06-25
440,T-PLAN-007,P1,api,plan,P7,互換性,異常系,role=USER、plan=FREE、プラン変更履歴が1件以上存在する,1. GET /api/v1/user/plan/histories でプラン変更履歴を取得する<br>2. レスポンスの data[0].changedByName を確認する,HTTP 200 かつ data[0].changedByName が空文字列ではなく変更者の実際の名前（文字列）を返すこと。現在の実装では changedByName が '' にハードコードされており、ApiResponseUserPlanHistory 型の changedByName: string の意味的要件を満たしていない,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,packages/shared-types/src/common/ApiIO.ts:ApiResponseUserPlanHistory<br>apps/web/lib/api/server/v1/user.ts:GET /plan/histories,実装では changedByName: '' がハードコード。PrismaUserPlanHistoryRepository の findHistoriesByUserId は changedById を返しているが変更者の name を JOIN していない,2026-06-25
440,T-PLAN-008,P1,api,plan,P7,互換性,異常系,role=ADMIN でログイン済み,1. ADMINユーザーのトークンで GET /api/v1/user/plan/histories を呼ぶ<br>2. レスポンスの data を確認する,HTTP 200 かつ data が空配列 [] であること。コメントには「role !== 'USER' の場合は空配列を返す」と記載されているが、UserPlanService.getPlanHistories の実装にロールチェックが存在しないため、ADMINのプラン履歴（存在する場合）がそのまま返される可能性がある,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/services/UserPlanService.ts:getPlanHistories<br>apps/web/lib/api/server/v1/user.ts:GET /plan/histories,UserPlanService.getPlanHistories は userId を IUserPlanHistoryRepository に渡すのみでロールチェックを行っていない。ドキュメントコメントの仕様と実装が乖離している,2026-06-25
440,T-USER-013,P0,api,user,P7,互換性,正常系,GUESTロールでログイン済み（plan フィールドは null であるべき）,"1. GESTトークンで PATCH /api/v1/user/profile を呼ぶ<br>2. body: {name: ""ゲスト更新名""}<br>3. レスポンスの data.plan を確認する",HTTP 200 かつ data.plan が null であること。ApiResponseUserProfile の型定義では plan: UserPlan | null と定義されており、GUEST ロールは null を返すべき。既存テストの assertion が plan: expect.any(String) になっているため null を見逃している可能性がある,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,packages/shared-types/src/common/ApiIO.ts:ApiResponseUserProfile<br>apps/web/lib/api/server/v1/user.ts:PATCH /profile,既存テスト「ゲストアカウントはisProfilePublicをfalseに設定できる」では plan フィールドの値を検証していない。GUEST は TUserPlanHistory レコードを持たないため plan: null が返るはずだが未検証,2026-06-25
440,T-USER-014,P1,api,user,P7,互換性,異常系,任意のロールでログイン済み,"1. PATCH /api/v1/user/profile を呼ぶ<br>2. body: {name: ""a""} （バリデーションエラーが発生しない正常値）<br>3. 意図的に VALIDATION_ERROR が発生するリクエストも別途送る: body: {name: """"}<br>4. 後者のエラーレスポンスの形式が ErrorResponse 型に準拠しているか確認する","HTTP 400 かつレスポンスが {status: ""error"", errorCode: ""VALIDATION_ERROR"", message: string, details: [{field: string, message: string}]} の形式であること。ErrorResponse 型の details は T = unknown で定義されており、実際の details の構造が共通仕様として明示されているか確認が必要",true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,packages/shared-types/src/common/ApiIO.ts:ErrorResponse<br>packages/shared-types/src/schemas/userProfileSchema.ts:UserProfilePatchRequestSchema,"ErrorResponse の details フィールドは T = unknown とジェネリクスで定義されているが、バリデーションエラー時に返す details の構造（{field, message}[]）が共通型として shared-types に存在しない。フロントエンドとの型契約が曖昧",2026-06-25
440,T-PLAN-009,P1,api,plan,P7,互換性,境界値,role=ADMIN でログイン済み、対象ユーザーが role=USER で存在する,"1. PATCH /api/v1/user/admin/plan を呼ぶ<br>2. body: {targetUserId: ""<target_user_id>"", plan: ""PREMIUM"", reason: null}<br>3. 続けて GET /api/v1/user/plan/histories を対象ユーザーのトークンで呼ぶ<br>4. data[0].reason の値を確認する",HTTP 200 (PATCH) かつ GET レスポンスの data[0].reason が null であること。ChangePlanRequestSchema では reason は nullable().optional() だが、UserPlanHistory 型の reason は string | null（optional ではない）。null を送信した場合に reason: null として正しく保存・返却されるか確認,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,packages/shared-types/src/schemas/userPlanSchema.ts:ChangePlanRequestSchema<br>packages/shared-types/src/domain/userPlanHistory.ts:UserPlanHistory,ChangePlanRequestSchema では reason: z.string().max(200).nullable().optional() で定義。リクエストで reason を省略した場合と reason: null を明示した場合の両方で TUserPlanHistory.reason が null になるかを確認する必要がある,2026-06-25
440,T-USER-015,P0,unit,user,P7,互換性,正常系,shared-types の User 型と ApiResponseUserProfile 型を参照する,1. packages/shared-types/src/domain/user.ts の User 型を確認する<br>2. packages/shared-types/src/common/ApiIO.ts の ApiResponseUserProfile 型を確認する<br>3. User 型に plan フィールドが存在しないことを確認する<br>4. ApiResponseUserProfile 型に plan: UserPlan | null が存在することを確認する,User 型（domain/user.ts）と ApiResponseUserProfile（ApiIO.ts）の間で plan フィールドの定義が一致していること。現在 User 型に plan がなく ApiResponseUserProfile だけに存在するため、型間の整合性がない。UserEntity が plan を別管理していることを踏まえて、User ドメイン型に plan を追加するか、現状の設計が意図的かを仕様として明確にする必要がある,false,手動,,未実装,packages/shared-types/src/domain/user.ts:User<br>packages/shared-types/src/common/ApiIO.ts:ApiResponseUserProfile<br>apps/web/lib/api/server/entities/UserPlanHistoryEntity.ts,User 型に plan がないのは意図的な設計かもしれない（plan は UserPlanHistory から導出されるため）が、API レスポンス型との整合性は仕様として明文化されているべき,2026-06-25
440,T-PLAN-010,P1,api,plan,P7,互換性,異常系,role=ADMIN でログイン済み、対象ユーザーが role=USER で存在する,"1. PATCH /api/v1/user/admin/plan を呼ぶ<br>2. body: {targetUserId: ""<target_user_id>"", plan: ""INVALID_PLAN""}<br>3. レスポンスを確認する","HTTP 400 かつ errorCode が VALIDATION_ERROR であること。ChangePlanRequestSchema は z.enum(['FREE', 'PREMIUM']) で定義されているため 'INVALID_PLAN' は弾かれるべき。エラーレスポンスが ErrorResponse 型（{status, errorCode, message, details?}）に準拠していること",true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,packages/shared-types/src/schemas/userPlanSchema.ts:ChangePlanRequestSchema<br>packages/shared-types/src/common/ApiIO.ts:ErrorResponse<br>packages/shared-types/src/common/ApiIO.ts:ErrorCodeMap,MUserPlan enum（DB）が FREE/PREMIUM のみ。ChangePlanRequestSchema も同じ値のみ許容。Zodのバリデーションエラー形式が統一されているかを確認する,2026-06-25
440,T-PLAN-011,P2,api,plan,P7,互換性,正常系,role=ADMIN でログイン済み、対象ユーザーが role=USER で存在し plan=FREE の状態,"1. PATCH /api/v1/user/admin/plan を呼ぶ<br>2. body: {targetUserId: ""<target_user_id>"", plan: ""FREE""} （同じプランに変更）<br>3. GET /api/v1/user/plan/histories を対象ユーザーのトークンで呼ぶ<br>4. 履歴件数を確認する",HTTP 200 (PATCH) かつ TUserPlanHistory に同プランへの変更レコードが追加されること（履歴が2件になること）。仕様上「同じプランへの変更は弾く」制約が存在するかどうかを確認する。現在の UserPlanService.changePlan には同プランチェックが存在しない,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/services/UserPlanService.ts:changePlan<br>packages/shared-types/src/domain/userPlanHistory.ts:UserPlanHistory,UserPlanService.changePlan は現在のプランと新プランが同じかをチェックしていない。仕様として同プランへの変更を許可すべきか禁止すべきかが不明確,2026-06-25
440,T-USER-016,P2,api,user,P7,互換性,正常系,role=USER でログイン済み、plan=FREE の状態,"1. GET /api/v1/user/profile を呼ぶ<br>2. レスポンスの data フィールドを ApiResponseUserProfile 型の全フィールドと照合する<br>3. 具体的に確認するフィールド: userId, name, notificationEmail, isProfilePublic, role, plan",HTTP 200 かつレスポンスの data が ApiResponseUserProfile 型の全フィールドを含むこと。特に plan: 'FREE' であること。notificationEmail は登録時にメールアドレスが設定されるため string であること（null でないこと）。role は 'USER' であること,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,packages/shared-types/src/common/ApiIO.ts:ApiResponseUserProfile<br>apps/web/lib/api/server/v1/user.ts:GET /profile,既存テスト「USER ロールのユーザーは plan: FREE を返す」は plan のみを検証。ApiResponseUserProfile の全フィールドが型定義通りに返されているかの網羅的な検証が不足している,2026-06-25
440,T-PLAN-012,P1,api,plan,P7,互換性,正常系,role=ADMIN でログイン済み、対象ユーザーが role=USER で plan=FREE の状態,1. PATCH /api/v1/user/admin/plan で plan を PREMIUM に変更する<br>2. GET /api/v1/user/profile を対象ユーザーのトークンで呼ぶ<br>3. レスポンスの data.plan を確認する,HTTP 200 (GET) かつ data.plan が 'PREMIUM' であること。プラン変更後に GET /api/v1/user/profile が最新のプランを返すことを確認する。PrismaUserRepository が planHistories を orderBy changedAt desc で取得しているため最新履歴が反映されるはずだが、実際のレスポンスと型定義の整合性を検証する,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/repositories/PrismaUserRepository.ts:USER_SELECT<br>packages/shared-types/src/common/ApiIO.ts:ApiResponseUserProfile,PrismaUserRepository の USER_SELECT は planHistories を take: 1 で orderBy changedAt desc。プラン変更後に GET /profile を呼ぶと plan フィールドが更新された値を返すかを確認する,2026-06-25
